query_id,method,rv_bert,rv_e5
2024-105741,original_None,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_1,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_2,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_3,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_4,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_5,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_ensemble_1,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_ensemble_2,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_ensemble_3,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_ensemble_4,0.0014844414545223117,0.00035393433063291013
2024-105741,genqr_ensemble_5,0.0014844414545223117,0.00035393433063291013
2024-105741,mugi_1,0.0014844414545223117,0.00035393433063291013
2024-105741,mugi_2,0.0014844414545223117,0.00035393433063291013
2024-105741,mugi_3,0.0014844414545223117,0.00035393433063291013
2024-105741,mugi_4,0.0014844414545223117,0.00035393433063291013
2024-105741,mugi_5,0.0014844414545223117,0.00035393433063291013
2024-105741,qa_expand_1,0.0014844414545223117,0.00035393433063291013
2024-105741,qa_expand_2,0.0014844414545223117,0.00035393433063291013
2024-105741,qa_expand_3,0.0014844414545223117,0.00035393433063291013
2024-105741,qa_expand_4,0.0014844414545223117,0.00035393433063291013
2024-105741,qa_expand_5,0.0014844414545223117,0.00035393433063291013
2024-105741,query2doc_1,0.0014844414545223117,0.00035393433063291013
2024-105741,query2doc_2,0.0014844414545223117,0.00035393433063291013
2024-105741,query2doc_3,0.0014844414545223117,0.00035393433063291013
2024-105741,query2doc_4,0.0014844414545223117,0.00035393433063291013
2024-105741,query2doc_5,0.0014844414545223117,0.00035393433063291013
2024-105741,query2e_1,0.0014844414545223117,0.00035393433063291013
2024-105741,query2e_2,0.0014844414545223117,0.00035393433063291013
2024-105741,query2e_3,0.0014844414545223117,0.00035393433063291013
2024-105741,query2e_4,0.0014844414545223117,0.00035393433063291013
2024-105741,query2e_5,0.0014844414545223117,0.00035393433063291013
2024-121840,original_None,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_1,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_2,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_3,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_4,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_5,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_ensemble_1,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_ensemble_2,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_ensemble_3,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_ensemble_4,0.0016821707831695676,0.0003650998405646533
2024-121840,genqr_ensemble_5,0.0016821707831695676,0.0003650998405646533
2024-121840,mugi_1,0.0016821707831695676,0.0003650998405646533
2024-121840,mugi_2,0.0016821707831695676,0.0003650998405646533
2024-121840,mugi_3,0.0016821707831695676,0.0003650998405646533
2024-121840,mugi_4,0.0016821707831695676,0.0003650998405646533
2024-121840,mugi_5,0.0016821707831695676,0.0003650998405646533
2024-121840,qa_expand_1,0.0016821707831695676,0.0003650998405646533
2024-121840,qa_expand_2,0.0016821707831695676,0.0003650998405646533
2024-121840,qa_expand_3,0.0016821707831695676,0.0003650998405646533
2024-121840,qa_expand_4,0.0016821707831695676,0.0003650998405646533
2024-121840,qa_expand_5,0.0016821707831695676,0.0003650998405646533
2024-121840,query2doc_1,0.0016821707831695676,0.0003650998405646533
2024-121840,query2doc_2,0.0016821707831695676,0.0003650998405646533
2024-121840,query2doc_3,0.0016821707831695676,0.0003650998405646533
2024-121840,query2doc_4,0.0016821707831695676,0.0003650998405646533
2024-121840,query2doc_5,0.0016821707831695676,0.0003650998405646533
2024-121840,query2e_1,0.0016821707831695676,0.0003650998405646533
2024-121840,query2e_2,0.0016821707831695676,0.0003650998405646533
2024-121840,query2e_3,0.0016821707831695676,0.0003650998405646533
2024-121840,query2e_4,0.0016821707831695676,0.0003650998405646533
2024-121840,query2e_5,0.0016821707831695676,0.0003650998405646533
2024-127266,original_None,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_1,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_2,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_3,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_4,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_5,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_ensemble_1,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_ensemble_2,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_ensemble_3,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_ensemble_4,0.0015865666791796684,0.0003786263114307076
2024-127266,genqr_ensemble_5,0.0015865666791796684,0.0003786263114307076
2024-127266,mugi_1,0.0015865666791796684,0.0003786263114307076
2024-127266,mugi_2,0.0015865666791796684,0.0003786263114307076
2024-127266,mugi_3,0.0015865666791796684,0.0003786263114307076
2024-127266,mugi_4,0.0015865666791796684,0.0003786263114307076
2024-127266,mugi_5,0.0015865666791796684,0.0003786263114307076
2024-127266,qa_expand_1,0.0015865666791796684,0.0003786263114307076
2024-127266,qa_expand_2,0.0015865666791796684,0.0003786263114307076
2024-127266,qa_expand_3,0.0015865666791796684,0.0003786263114307076
2024-127266,qa_expand_4,0.0015865666791796684,0.0003786263114307076
2024-127266,qa_expand_5,0.0015865666791796684,0.0003786263114307076
2024-127266,query2doc_1,0.0015865666791796684,0.0003786263114307076
2024-127266,query2doc_2,0.0015865666791796684,0.0003786263114307076
2024-127266,query2doc_3,0.0015865666791796684,0.0003786263114307076
2024-127266,query2doc_4,0.0015865666791796684,0.0003786263114307076
2024-127266,query2doc_5,0.0015865666791796684,0.0003786263114307076
2024-127266,query2e_1,0.0015865666791796684,0.0003786263114307076
2024-127266,query2e_2,0.0015865666791796684,0.0003786263114307076
2024-127266,query2e_3,0.0015865666791796684,0.0003786263114307076
2024-127266,query2e_4,0.0015865666791796684,0.0003786263114307076
2024-127266,query2e_5,0.0015865666791796684,0.0003786263114307076
2024-129925,original_None,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_1,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_2,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_3,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_4,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_5,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_ensemble_1,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_ensemble_2,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_ensemble_3,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_ensemble_4,0.0017817980842664838,0.00038640113780274987
2024-129925,genqr_ensemble_5,0.0017817980842664838,0.00038640113780274987
2024-129925,mugi_1,0.0017817980842664838,0.00038640113780274987
2024-129925,mugi_2,0.0017817980842664838,0.00038640113780274987
2024-129925,mugi_3,0.0017817980842664838,0.00038640113780274987
2024-129925,mugi_4,0.0017817980842664838,0.00038640113780274987
2024-129925,mugi_5,0.0017817980842664838,0.00038640113780274987
2024-129925,qa_expand_1,0.0017817980842664838,0.00038640113780274987
2024-129925,qa_expand_2,0.0017817980842664838,0.00038640113780274987
2024-129925,qa_expand_3,0.0017817980842664838,0.00038640113780274987
2024-129925,qa_expand_4,0.0017817980842664838,0.00038640113780274987
2024-129925,qa_expand_5,0.0017817980842664838,0.00038640113780274987
2024-129925,query2doc_1,0.0017817980842664838,0.00038640113780274987
2024-129925,query2doc_2,0.0017817980842664838,0.00038640113780274987
2024-129925,query2doc_3,0.0017817980842664838,0.00038640113780274987
2024-129925,query2doc_4,0.0017817980842664838,0.00038640113780274987
2024-129925,query2doc_5,0.0017817980842664838,0.00038640113780274987
2024-129925,query2e_1,0.0017817980842664838,0.00038640113780274987
2024-129925,query2e_2,0.0017817980842664838,0.00038640113780274987
2024-129925,query2e_3,0.0017817980842664838,0.00038640113780274987
2024-129925,query2e_4,0.0017817980842664838,0.00038640113780274987
2024-129925,query2e_5,0.0017817980842664838,0.00038640113780274987
2024-141577,original_None,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_1,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_2,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_3,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_4,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_5,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_ensemble_1,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_ensemble_2,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_ensemble_3,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_ensemble_4,0.0018715925980359316,0.0003755679936148226
2024-141577,genqr_ensemble_5,0.0018715925980359316,0.0003755679936148226
2024-141577,mugi_1,0.0018715925980359316,0.0003755679936148226
2024-141577,mugi_2,0.0018715925980359316,0.0003755679936148226
2024-141577,mugi_3,0.0018715925980359316,0.0003755679936148226
2024-141577,mugi_4,0.0018715925980359316,0.0003755679936148226
2024-141577,mugi_5,0.0018715925980359316,0.0003755679936148226
2024-141577,qa_expand_1,0.0018715925980359316,0.0003755679936148226
2024-141577,qa_expand_2,0.0018715925980359316,0.0003755679936148226
2024-141577,qa_expand_3,0.0018715925980359316,0.0003755679936148226
2024-141577,qa_expand_4,0.0018715925980359316,0.0003755679936148226
2024-141577,qa_expand_5,0.0018715925980359316,0.0003755679936148226
2024-141577,query2doc_1,0.0018715925980359316,0.0003755679936148226
2024-141577,query2doc_2,0.0018715925980359316,0.0003755679936148226
2024-141577,query2doc_3,0.0018715925980359316,0.0003755679936148226
2024-141577,query2doc_4,0.0018715925980359316,0.0003755679936148226
2024-141577,query2doc_5,0.0018715925980359316,0.0003755679936148226
2024-141577,query2e_1,0.0018715925980359316,0.0003755679936148226
2024-141577,query2e_2,0.0018715925980359316,0.0003755679936148226
2024-141577,query2e_3,0.0018715925980359316,0.0003755679936148226
2024-141577,query2e_4,0.0018715925980359316,0.0003755679936148226
2024-141577,query2e_5,0.0018715925980359316,0.0003755679936148226
2024-142395,original_None,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_1,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_2,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_3,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_4,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_5,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_ensemble_1,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_ensemble_2,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_ensemble_3,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_ensemble_4,0.001869879080913961,0.0003735052014235407
2024-142395,genqr_ensemble_5,0.001869879080913961,0.0003735052014235407
2024-142395,mugi_1,0.001869879080913961,0.0003735052014235407
2024-142395,mugi_2,0.001869879080913961,0.0003735052014235407
2024-142395,mugi_3,0.001869879080913961,0.0003735052014235407
2024-142395,mugi_4,0.001869879080913961,0.0003735052014235407
2024-142395,mugi_5,0.001869879080913961,0.0003735052014235407
2024-142395,qa_expand_1,0.001869879080913961,0.0003735052014235407
2024-142395,qa_expand_2,0.001869879080913961,0.0003735052014235407
2024-142395,qa_expand_3,0.001869879080913961,0.0003735052014235407
2024-142395,qa_expand_4,0.001869879080913961,0.0003735052014235407
2024-142395,qa_expand_5,0.001869879080913961,0.0003735052014235407
2024-142395,query2doc_1,0.001869879080913961,0.0003735052014235407
2024-142395,query2doc_2,0.001869879080913961,0.0003735052014235407
2024-142395,query2doc_3,0.001869879080913961,0.0003735052014235407
2024-142395,query2doc_4,0.001869879080913961,0.0003735052014235407
2024-142395,query2doc_5,0.001869879080913961,0.0003735052014235407
2024-142395,query2e_1,0.001869879080913961,0.0003735052014235407
2024-142395,query2e_2,0.001869879080913961,0.0003735052014235407
2024-142395,query2e_3,0.001869879080913961,0.0003735052014235407
2024-142395,query2e_4,0.001869879080913961,0.0003735052014235407
2024-142395,query2e_5,0.001869879080913961,0.0003735052014235407
2024-143869,original_None,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_1,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_2,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_3,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_4,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_5,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_ensemble_1,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_ensemble_2,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_ensemble_3,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_ensemble_4,0.0015797794330865145,0.0003759709361474961
2024-143869,genqr_ensemble_5,0.0015797794330865145,0.0003759709361474961
2024-143869,mugi_1,0.0015797794330865145,0.0003759709361474961
2024-143869,mugi_2,0.0015797794330865145,0.0003759709361474961
2024-143869,mugi_3,0.0015797794330865145,0.0003759709361474961
2024-143869,mugi_4,0.0015797794330865145,0.0003759709361474961
2024-143869,mugi_5,0.0015797794330865145,0.0003759709361474961
2024-143869,qa_expand_1,0.0015797794330865145,0.0003759709361474961
2024-143869,qa_expand_2,0.0015797794330865145,0.0003759709361474961
2024-143869,qa_expand_3,0.0015797794330865145,0.0003759709361474961
2024-143869,qa_expand_4,0.0015797794330865145,0.0003759709361474961
2024-143869,qa_expand_5,0.0015797794330865145,0.0003759709361474961
2024-143869,query2doc_1,0.0015797794330865145,0.0003759709361474961
2024-143869,query2doc_2,0.0015797794330865145,0.0003759709361474961
2024-143869,query2doc_3,0.0015797794330865145,0.0003759709361474961
2024-143869,query2doc_4,0.0015797794330865145,0.0003759709361474961
2024-143869,query2doc_5,0.0015797794330865145,0.0003759709361474961
2024-143869,query2e_1,0.0015797794330865145,0.0003759709361474961
2024-143869,query2e_2,0.0015797794330865145,0.0003759709361474961
2024-143869,query2e_3,0.0015797794330865145,0.0003759709361474961
2024-143869,query2e_4,0.0015797794330865145,0.0003759709361474961
2024-143869,query2e_5,0.0015797794330865145,0.0003759709361474961
2024-145979,original_None,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_1,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_2,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_3,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_4,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_5,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_ensemble_1,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_ensemble_2,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_ensemble_3,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_ensemble_4,0.0016683567082509398,0.00038194991066120565
2024-145979,genqr_ensemble_5,0.0016683567082509398,0.00038194991066120565
2024-145979,mugi_1,0.0016683567082509398,0.00038194991066120565
2024-145979,mugi_2,0.0016683567082509398,0.00038194991066120565
